-0.0123871 299.748 5996.29 5.77868e-07
-0.0123871 599.495 5992.57 1.15538e-06
-0.012387 899.243 5988.86 1.73255e-06
-0.0123869 1198.99 5985.15 2.30936e-06
-0.0123869 1498.74 5981.44 2.88583e-06
-0.0123868 1798.48 5977.72 3.46194e-06
-0.0123868 2098.23 5974.01 4.0377e-06
-0.0123867 2397.98 5970.3 4.6131e-06
-0.0123867 2697.73 5966.58 5.18816e-06
-0.0123866 2997.47 5962.87 5.76287e-06
-0.0123866 3297.22 5959.16 6.33722e-06
-0.0123865 3596.97 5955.45 6.91122e-06
-0.0123864 3896.71 5951.73 7.48487e-06
-0.0123864 4196.46 5948.02 8.05817e-06
-0.0123863 4496.21 5944.31 8.63112e-06
-0.0123863 4795.95 5940.59 9.20372e-06
-0.0123862 5095.7 5936.88 9.77596e-06
-0.0123862 5395.45 5933.17 1.03479e-05
-0.0123861 5695.19 5929.46 1.09194e-05
-0.0123861 5994.94 5925.74 1.14906e-05
-0.012386 6294.69 5922.03 1.20614e-05
-0.0123859 6594.43 5918.32 1.26319e-05
-0.0123859 6894.18 5914.61 1.32021e-05
-0.0123858 7193.93 5910.89 1.37718e-05
-0.0123858 7493.67 5907.18 1.43413e-05
-0.0123857 7793.42 5903.47 1.49104e-05
-0.0123857 8093.16 5899.75 1.54791e-05
-0.0123856 8392.91 5896.04 1.60475e-05
-0.0123855 8692.66 5892.33 1.66155e-05
-0.0123855 8992.4 5888.62 1.71832e-05
-0.0123854 9292.15 5884.9 1.77505e-05
-0.0123854 9591.89 5881.19 1.83175e-05
-0.0123853 9891.64 5877.48 1.88841e-05
-0.0123853 10191.4 5873.77 1.94504e-05
-0.0123852 10491.1 5870.06 2.00163e-05
-0.0123852 10790.9 5866.34 2.05819e-05
-0.0123851 11090.6 5862.63 2.11471e-05
-0.012385 11390.4 5858.92 2.17119e-05
-0.012385 11690.1 5855.21 2.22765e-05
-0.0123849 11989.9 5851.49 2.28406e-05
-0.0123849 12289.6 5847.78 2.34044e-05
-0.0123848 12589.3 5844.07 2.39679e-05
-0.0123848 12889.1 5840.36 2.4531e-05
-0.0123847 13188.8 5836.64 2.50938e-05
-0.0123846 13488.6 5832.93 2.56562e-05
-0.0123846 13788.3 5829.22 2.62182e-05
-0.0123845 14088.1 5825.51 2.67799e-05
-0.0123845 14387.8 5821.8 2.73413e-05
-0.0123844 14687.6 5818.08 2.79023e-05
-0.0123844 14987.3 5814.37 2.84629e-05
-0.0123843 15287.1 5810.66 2.90232e-05
