Name of the output file: final_40.dat
0 0 51285.8 0
1 3.53 51087.6 0
2 7.06 50466.2 0
3 10.59 49420.7 0
4 14.12 47965.5 0
5 17.65 46129.4 0
6 21.18 43861.2 0
7 24.71 41221.2 0
8 28.24 38203.8 0
9 31.77 34789.3 0
10 35.3 30947 0
11 38.83 26798.7 0
12 42.36 22869 0
13 45.89 19339.2 0
14 49.42 16261.8 0
15 52.95 13663 0
16 56.48 11285.2 0
